customer_id,email,age,tenure_months,monthly_charges,annual_income,outstanding_debt,credit_score,support_tickets_90d,plan,contract_type,payment_method,region,churned
CUST101007,user1007@example.com,34.0,21.3,49.69,65935.0,33996.0,644.0,1,premium,month-to-month,credit_card,south,1
CUST101008,user1008@example.com,29.0,16.2,35.83,99415.0,54047.0,610.0,3,standard,month-to-month,mailed_check,west,1
CUST101009,user1009@example.com,38.0,13.8,37.0,38186.0,6548.0,706.0,1,standard,two-year,credit_card,east,0
CUST101010,user1010@example.com,41.0,12.5,59.16,53883.0,24165.0,811.0,1,standard,month-to-month,bank_transfer,west,0
CUST101011,user1011@example.com,39.0,3.1,74.32,47824.0,14875.0,485.0,1,premium,month-to-month,mailed_check,east,0
CUST101012,user1012@example.com,31.0,63.9,104.92,44446.0,4919.0,604.0,1,standard,month-to-month,mailed_check,west,1
CUST101013,user1013@example.com,55.0,64.6,55.02,31907.0,11131.0,665.0,0,standard,month-to-month,e_check,south,0
CUST101014,user1014@example.com,40.0,22.7,39.68,57935.0,3523.0,638.0,3,premium,two-year,bank_transfer,south,0
CUST101015,user1015@example.com,25.0,109.8,76.49,36769.0,15704.0,497.0,1,family,month-to-month,mailed_check,east,0
CUST101016,user1016@example.com,37.0,3.9,56.44,88328.0,42670.0,749.0,1,family,two-year,bank_transfer,north,0
CUST101017,user1017@example.com,35.0,2.3,100.73,61527.0,27302.0,662.0,0,family,month-to-month,mailed_check,south,1
CUST101018,user1018@example.com,20.0,25.5,87.99,30006.0,7533.0,711.0,0,premium,two-year,e_check,west,1
CUST101019,user1019@example.com,37.0,51.5,84.23,62491.0,17651.0,695.0,1,premium,month-to-month,credit_card,south,0
CUST101020,user1020@example.com,57.0,42.8,35.03,57192.0,24763.0,627.0,2,premium,month-to-month,e_check,west,0
CUST101021,user1021@example.com,39.0,37.1,54.7,32624.0,4240.0,547.0,1,premium,one-year,bank_transfer,south,1
CUST101022,user1022@example.com,40.0,25.2,95.2,54370.0,8551.0,657.0,0,premium,month-to-month,credit_card,south,0
CUST101023,user1023@example.com,49.0,17.5,64.1,59449.0,26509.0,542.0,1,premium,one-year,credit_card,west,1
CUST101024,user1024@example.com,35.0,14.0,14.45,98165.0,13333.0,736.0,4,family,two-year,bank_transfer,west,0
CUST101025,user1025@example.com,29.0,60.0,111.61,33197.0,12209.0,744.0,0,basic,one-year,e_check,north,1
CUST101026,user1026@example.com,50.0,11.4,62.11,62377.0,7681.0,683.0,2,premium,one-year,bank_transfer,north,0
CUST101027,user1027@example.com,42.0,11.5,77.72,31741.0,8395.0,636.0,1,premium,month-to-month,bank_transfer,east,1
CUST101028,user1028@example.com,21.0,9.0,80.31,48247.0,14585.0,734.0,1,family,month-to-month,bank_transfer,north,1
CUST101029,user1029@example.com,47.0,54.1,66.73,35095.0,18220.0,750.0,3,premium,month-to-month,credit_card,north,1
CUST101030,user1030@example.com,46.0,73.0,99.59,84165.0,23202.0,698.0,3,basic,month-to-month,e_check,north,0
CUST101031,user1031@example.com,21.0,0.7,65.79,80835.0,29883.0,755.0,0,basic,one-year,bank_transfer,south,0
CUST101032,user1032@example.com,18.0,2.7,61.9,77505.0,12290.0,758.0,2,premium,month-to-month,bank_transfer,south,0
CUST101033,user1033@example.com,34.0,3.6,131.29,42583.0,14938.0,773.0,1,basic,one-year,e_check,south,0
CUST101034,user1034@example.com,72.0,0.8,29.27,38369.0,12087.0,755.0,2,premium,month-to-month,mailed_check,north,0
CUST101035,user1035@example.com,70.0,21.9,74.01,55465.0,17625.0,441.0,3,premium,one-year,bank_transfer,west,0
CUST101036,user1036@example.com,60.0,69.0,79.48,92433.0,49065.0,689.0,2,standard,month-to-month,credit_card,north,1
CUST101037,user1037@example.com,33.0,41.4,85.26,75263.0,37653.0,662.0,1,standard,two-year,bank_transfer,east,0
CUST101038,user1038@example.com,32.0,32.6,118.75,104296.0,43111.0,716.0,0,premium,month-to-month,e_check,west,0
CUST101039,user1039@example.com,26.0,34.6,73.46,48805.0,28249.0,530.0,2,family,one-year,credit_card,east,0
CUST101040,user1040@example.com,27.0,37.3,42.38,54922.0,23994.0,556.0,1,family,one-year,bank_transfer,west,0
CUST101041,user1041@example.com,49.0,0.5,76.16,69504.0,41109.0,797.0,3,family,month-to-month,credit_card,east,1
CUST101042,user1042@example.com,63.0,8.7,68.7,53877.0,26199.0,702.0,1,basic,month-to-month,bank_transfer,east,0
CUST101043,user1043@example.com,39.0,64.9,99.35,53902.0,30176.0,676.0,1,premium,one-year,bank_transfer,east,0
CUST101044,user1044@example.com,35.0,29.2,87.58,34650.0,7864.0,607.0,1,family,month-to-month,e_check,south,1
CUST101045,user1045@example.com,31.0,18.9,64.86,37747.0,7046.0,569.0,1,family,two-year,e_check,north,0
CUST101046,user1046@example.com,39.0,6.0,58.36,101226.0,50405.0,593.0,2,standard,month-to-month,bank_transfer,north,0
CUST101047,user1047@example.com,32.0,18.6,80.13,44212.0,11256.0,594.0,3,premium,month-to-month,credit_card,east,1
CUST101048,user1048@example.com,25.0,14.1,76.93,77269.0,17435.0,705.0,1,standard,one-year,bank_transfer,south,0
CUST101049,user1049@example.com,44.0,2.4,30.24,21812.0,8423.0,676.0,0,premium,two-year,mailed_check,west,0
CUST101050,user1050@example.com,32.0,90.1,34.81,56142.0,4767.0,579.0,1,premium,month-to-month,e_check,west,0
CUST101051,user1051@example.com,36.0,6.3,81.79,34211.0,15797.0,724.0,2,family,two-year,mailed_check,west,0
CUST101052,user1052@example.com,42.0,22.0,45.51,50766.0,4895.0,425.0,0,basic,month-to-month,credit_card,north,1
CUST101053,user1053@example.com,18.0,48.3,35.3,73609.0,8358.0,425.0,3,standard,month-to-month,mailed_check,north,1
CUST101054,user1054@example.com,24.0,110.5,77.94,49239.0,6361.0,712.0,3,premium,month-to-month,credit_card,east,0
CUST101055,user1055@example.com,44.0,11.1,39.77,93439.0,54453.0,788.0,1,premium,two-year,credit_card,north,1
CUST101056,user1056@example.com,28.0,43.8,63.08,61678.0,3740.0,428.0,2,family,month-to-month,e_check,east,1
CUST101057,user1057@example.com,43.0,10.8,88.51,59039.0,6394.0,611.0,2,basic,month-to-month,bank_transfer,west,0
CUST101058,user1058@example.com,33.0,5.7,40.95,47888.0,9204.0,793.0,0,premium,two-year,bank_transfer,west,1
CUST101059,user1059@example.com,45.0,83.6,82.98,37572.0,20561.0,522.0,1,family,two-year,credit_card,north,0
CUST101060,user1060@example.com,23.0,1.5,89.91,40570.0,10026.0,725.0,1,standard,month-to-month,mailed_check,north,0
CUST101061,user1061@example.com,32.0,0.6,44.31,64787.0,36723.0,623.0,0,premium,month-to-month,e_check,north,0
CUST101062,user1062@example.com,61.0,36.2,107.62,39896.0,5740.0,728.0,2,standard,one-year,e_check,south,0
CUST101063,user1063@example.com,46.0,3.7,50.28,49627.0,7640.0,747.0,0,standard,two-year,credit_card,east,0
CUST101064,user1064@example.com,53.0,29.9,77.56,48374.0,3793.0,680.0,0,standard,month-to-month,bank_transfer,north,0
CUST101065,user1065@example.com,42.0,24.4,43.4,88742.0,12673.0,581.0,1,basic,month-to-month,credit_card,south,0
CUST101066,user1066@example.com,27.0,12.9,49.32,58250.0,31273.0,571.0,0,standard,month-to-month,e_check,west,0
CUST101067,user1067@example.com,33.0,17.2,105.87,60538.0,17430.0,610.0,4,family,two-year,credit_card,west,1
CUST101068,user1068@example.com,34.0,19.1,112.6,37864.0,14772.0,516.0,1,premium,two-year,e_check,east,0
CUST101069,user1069@example.com,34.0,8.1,93.21,38067.0,7751.0,710.0,0,standard,one-year,e_check,north,0
CUST101070,user1070@example.com,58.0,9.8,57.53,34320.0,5218.0,497.0,3,premium,month-to-month,mailed_check,north,1
CUST101071,user1071@example.com,39.0,1.9,43.71,52812.0,17163.0,769.0,2,premium,one-year,credit_card,south,0
CUST101072,user1072@example.com,25.0,10.2,24.11,21758.0,1816.0,586.0,1,standard,one-year,mailed_check,east,0
CUST101073,user1073@example.com,34.0,0.8,74.5,70032.0,39048.0,630.0,3,basic,month-to-month,e_check,north,1
CUST101074,user1074@example.com,47.0,41.9,25.43,64150.0,21238.0,603.0,2,premium,month-to-month,e_check,east,1
CUST101075,user1075@example.com,24.0,37.2,60.53,30620.0,6372.0,786.0,1,family,two-year,credit_card,east,0
CUST101076,user1076@example.com,55.0,3.2,81.81,50242.0,2775.0,692.0,0,standard,one-year,credit_card,south,0
CUST101077,user1077@example.com,59.0,35.9,45.87,78128.0,6794.0,734.0,0,premium,month-to-month,bank_transfer,west,1
CUST101078,user1078@example.com,32.0,67.4,67.17,54215.0,10968.0,608.0,1,standard,month-to-month,mailed_check,south,0
CUST101079,user1079@example.com,48.0,28.7,57.6,30035.0,4357.0,707.0,1,standard,one-year,mailed_check,east,0
CUST101080,user1080@example.com,53.0,11.9,81.43,79051.0,25269.0,711.0,2,premium,two-year,e_check,south,1
CUST101081,user1081@example.com,30.0,13.5,69.16,75196.0,24570.0,655.0,2,standard,two-year,bank_transfer,south,0
CUST101082,user1082@example.com,37.0,16.2,52.21,79389.0,9689.0,669.0,6,standard,two-year,mailed_check,south,0
CUST101083,user1083@example.com,39.0,38.4,35.04,35344.0,14399.0,674.0,0,family,month-to-month,e_check,north,0
CUST101084,user1084@example.com,46.0,1.8,117.98,117366.0,65643.0,671.0,4,premium,month-to-month,credit_card,east,1
CUST101085,user1085@example.com,59.0,46.3,53.19,62048.0,25050.0,714.0,0,premium,two-year,e_check,north,0
CUST101086,user1086@example.com,39.0,59.1,46.9,53560.0,16845.0,581.0,1,premium,month-to-month,e_check,east,0
CUST101087,user1087@example.com,24.0,17.6,99.08,61065.0,9215.0,412.0,2,standard,month-to-month,e_check,east,1
CUST101088,user1088@example.com,21.0,16.9,65.81,72061.0,24535.0,594.0,3,premium,month-to-month,mailed_check,east,1
CUST101089,user1089@example.com,33.0,2.2,93.25,86178.0,46354.0,597.0,1,premium,two-year,bank_transfer,east,1
CUST101090,user1090@example.com,38.0,44.4,69.47,38052.0,18168.0,670.0,5,premium,two-year,e_check,east,0
CUST101091,user1091@example.com,56.0,24.2,75.75,48362.0,15040.0,657.0,2,premium,month-to-month,credit_card,east,1
CUST101092,user1092@example.com,21.0,0.4,81.62,39423.0,12684.0,603.0,2,premium,month-to-month,credit_card,east,0
CUST101093,user1093@example.com,40.0,10.3,68.45,22091.0,11764.0,499.0,1,standard,month-to-month,mailed_check,west,0
CUST101094,user1094@example.com,60.0,11.4,44.38,60087.0,7049.0,600.0,1,premium,one-year,mailed_check,west,0
CUST101095,user1095@example.com,47.0,15.2,58.29,73832.0,13927.0,677.0,1,premium,month-to-month,mailed_check,north,1
CUST101096,user1096@example.com,27.0,19.0,15.49,39229.0,4598.0,748.0,2,standard,month-to-month,e_check,south,0
CUST101097,user1097@example.com,44.0,10.5,86.21,41829.0,19321.0,593.0,1,premium,two-year,mailed_check,west,0
CUST101098,user1098@example.com,41.0,15.8,50.93,41915.0,17655.0,642.0,1,family,two-year,credit_card,north,1
CUST101099,user1099@example.com,57.0,13.1,38.63,74733.0,34426.0,627.0,1,family,month-to-month,credit_card,east,0
CUST101100,user1100@example.com,50.0,21.1,85.51,44503.0,16992.0,563.0,1,premium,month-to-month,credit_card,north,0
CUST101101,user1101@example.com,45.0,5.5,69.19,12000.0,5796.0,716.0,1,premium,month-to-month,credit_card,south,1
CUST101102,user1102@example.com,48.0,33.7,98.0,56597.0,27390.0,680.0,1,family,one-year,bank_transfer,north,0
CUST101103,user1103@example.com,42.0,12.4,16.61,46268.0,24234.0,850.0,1,standard,two-year,e_check,north,0
CUST101104,user1104@example.com,32.0,25.9,60.76,33655.0,3143.0,556.0,6,standard,month-to-month,bank_transfer,east,1
CUST101105,user1105@example.com,50.0,26.9,54.82,55227.0,4635.0,637.0,2,family,month-to-month,credit_card,south,0
CUST101106,user1106@example.com,33.0,22.1,89.25,58589.0,18701.0,655.0,2,premium,two-year,e_check,north,0
CUST101107,user1107@example.com,46.0,54.3,74.38,48857.0,4728.0,584.0,1,family,month-to-month,mailed_check,north,1
CUST101108,user1108@example.com,50.0,4.4,110.22,51546.0,7834.0,743.0,0,family,one-year,mailed_check,south,1
CUST101109,user1109@example.com,26.0,35.9,112.39,20863.0,6299.0,619.0,2,standard,month-to-month,mailed_check,west,1
CUST101110,user1110@example.com,39.0,32.9,87.12,35425.0,19467.0,594.0,0,standard,month-to-month,e_check,east,0
CUST101111,user1111@example.com,60.0,46.6,76.99,60742.0,13105.0,720.0,2,standard,two-year,credit_card,east,0
CUST101112,user1112@example.com,57.0,21.0,35.0,69273.0,40431.0,570.0,3,standard,one-year,credit_card,north,0
CUST101113,user1113@example.com,46.0,9.8,84.48,39358.0,21064.0,671.0,2,standard,two-year,e_check,south,0
CUST101114,user1114@example.com,39.0,0.0,122.98,91809.0,31743.0,580.0,0,premium,month-to-month,bank_transfer,west,1
CUST101115,user1115@example.com,38.0,3.3,102.56,50508.0,16526.0,622.0,3,premium,month-to-month,bank_transfer,east,1
CUST101116,user1116@example.com,33.0,14.1,56.24,40467.0,19831.0,649.0,2,premium,month-to-month,e_check,south,1
CUST101117,user1117@example.com,40.0,7.2,62.85,58141.0,4269.0,698.0,2,family,month-to-month,e_check,south,1
CUST101118,user1118@example.com,57.0,4.0,114.65,61796.0,12623.0,651.0,1,basic,two-year,mailed_check,north,0
CUST101119,user1119@example.com,34.0,2.1,41.77,55787.0,11238.0,605.0,2,basic,month-to-month,e_check,east,0
CUST101120,user1120@example.com,26.0,8.7,76.56,54085.0,5835.0,681.0,1,family,two-year,e_check,south,1
CUST101121,user1121@example.com,53.0,82.8,53.47,65890.0,4953.0,577.0,3,standard,month-to-month,credit_card,north,0
CUST101122,user1122@example.com,37.0,4.6,58.26,81741.0,39316.0,736.0,4,standard,one-year,e_check,north,0
CUST101123,user1123@example.com,29.0,59.9,80.08,35393.0,3427.0,850.0,1,standard,month-to-month,e_check,east,0
CUST101124,user1124@example.com,42.0,5.4,84.71,38449.0,12116.0,656.0,0,premium,month-to-month,e_check,north,0
CUST101125,user1125@example.com,37.0,21.0,57.93,56630.0,22124.0,692.0,2,premium,month-to-month,bank_transfer,west,1
CUST101126,user1126@example.com,42.0,60.4,91.77,71935.0,23528.0,553.0,3,premium,month-to-month,mailed_check,east,1
CUST101127,user1127@example.com,47.0,32.8,88.3,18153.0,8444.0,644.0,0,premium,month-to-month,bank_transfer,west,0
CUST101128,user1128@example.com,45.0,8.0,89.35,57731.0,9456.0,704.0,1,basic,one-year,mailed_check,south,0
CUST101129,user1129@example.com,47.0,45.1,75.4,88091.0,50977.0,682.0,1,premium,month-to-month,bank_transfer,south,1
CUST101130,user1130@example.com,43.0,11.9,107.45,60008.0,7211.0,593.0,3,standard,two-year,e_check,south,0
CUST101131,user1131@example.com,20.0,17.7,45.04,66321.0,34770.0,609.0,2,premium,month-to-month,credit_card,south,1
CUST101132,user1132@example.com,42.0,4.1,74.41,57075.0,17248.0,627.0,0,premium,one-year,mailed_check,east,1
CUST101133,user1133@example.com,26.0,1.7,61.1,60777.0,8710.0,627.0,2,premium,two-year,bank_transfer,north,0
CUST101134,user1134@example.com,32.0,28.1,78.75,68714.0,31313.0,586.0,3,premium,month-to-month,mailed_check,west,0
CUST101135,user1135@example.com,33.0,63.5,97.85,39176.0,10253.0,742.0,1,premium,two-year,credit_card,west,0
CUST101136,user1136@example.com,48.0,8.2,37.51,28312.0,4336.0,722.0,0,premium,month-to-month,e_check,south,0
CUST101137,user1137@example.com,20.0,2.8,70.15,66572.0,34856.0,549.0,1,premium,month-to-month,credit_card,north,0
CUST101138,user1138@example.com,39.0,64.8,56.35,55855.0,6993.0,814.0,2,family,one-year,credit_card,east,0
CUST101139,user1139@example.com,40.0,67.6,99.92,92475.0,54436.0,716.0,0,standard,month-to-month,mailed_check,west,1
CUST101140,user1140@example.com,50.0,19.6,109.44,26918.0,14808.0,606.0,0,basic,one-year,e_check,south,0
CUST101141,user1141@example.com,42.0,15.9,41.26,73443.0,6149.0,632.0,1,family,month-to-month,mailed_check,east,0
CUST101142,user1142@example.com,48.0,7.8,85.03,35355.0,11417.0,638.0,2,family,month-to-month,credit_card,south,1
CUST101143,user1143@example.com,42.0,8.9,153.4,59169.0,24687.0,557.0,0,premium,month-to-month,e_check,south,1
CUST101144,user1144@example.com,61.0,1.1,75.37,68235.0,33492.0,510.0,0,premium,one-year,credit_card,south,1
CUST101145,user1145@example.com,36.0,14.4,69.32,54976.0,27514.0,601.0,1,premium,two-year,e_check,east,0
CUST101146,user1146@example.com,69.0,21.6,80.42,57019.0,3883.0,724.0,1,standard,one-year,bank_transfer,west,0
CUST101147,user1147@example.com,34.0,54.9,93.01,52347.0,23653.0,519.0,2,premium,month-to-month,e_check,west,1
CUST101148,user1148@example.com,50.0,3.0,105.05,55794.0,3093.0,637.0,1,family,month-to-month,mailed_check,south,0
CUST101149,user1149@example.com,59.0,5.5,109.3,30473.0,16538.0,621.0,3,premium,month-to-month,mailed_check,west,0
CUST101150,user1150@example.com,39.0,49.7,45.31,36508.0,18708.0,609.0,2,family,month-to-month,bank_transfer,north,0
CUST101151,user1151@example.com,40.0,43.3,99.59,54316.0,16005.0,621.0,1,family,month-to-month,e_check,north,0
CUST101152,user1152@example.com,25.0,40.5,68.75,56125.0,29946.0,706.0,1,premium,month-to-month,credit_card,west,0
CUST101153,user1153@example.com,82.0,13.4,65.67,52948.0,18852.0,579.0,1,premium,one-year,e_check,east,1
CUST101154,user1154@example.com,39.0,11.1,63.48,33432.0,17647.0,616.0,2,standard,two-year,mailed_check,east,1
CUST101155,user1155@example.com,58.0,15.2,88.7,74439.0,25878.0,687.0,2,basic,two-year,e_check,east,0
CUST101156,user1156@example.com,33.0,58.5,57.17,61155.0,3547.0,580.0,1,premium,two-year,mailed_check,south,0
CUST101157,user1157@example.com,25.0,0.6,104.07,60443.0,19568.0,708.0,4,family,month-to-month,bank_transfer,east,1
CUST101158,user1158@example.com,34.0,47.5,66.28,55673.0,12574.0,751.0,1,basic,two-year,mailed_check,north,0
CUST101159,user1159@example.com,44.0,24.4,90.39,34234.0,3169.0,604.0,0,standard,two-year,e_check,north,0
CUST101160,user1160@example.com,43.0,16.8,84.15,22155.0,12686.0,741.0,3,family,month-to-month,bank_transfer,north,0
CUST101161,user1161@example.com,34.0,0.1,44.95,56236.0,32943.0,588.0,2,premium,month-to-month,mailed_check,north,1
CUST101162,user1162@example.com,36.0,36.8,47.53,41858.0,12794.0,524.0,1,basic,one-year,credit_card,east,0
CUST101163,user1163@example.com,43.0,2.5,86.71,43282.0,10379.0,783.0,1,premium,one-year,bank_transfer,west,0
CUST101164,user1164@example.com,32.0,0.3,35.87,68656.0,38430.0,653.0,2,premium,one-year,credit_card,north,0
CUST101165,user1165@example.com,36.0,29.3,73.61,51241.0,9385.0,666.0,3,standard,month-to-month,mailed_check,north,1
CUST101166,user1166@example.com,29.0,12.7,58.29,67998.0,40412.0,602.0,4,premium,one-year,mailed_check,north,1
CUST101167,user1167@example.com,51.0,11.1,59.7,41864.0,13212.0,573.0,0,premium,month-to-month,e_check,north,0
CUST101168,user1168@example.com,26.0,20.8,79.5,48309.0,12092.0,648.0,2,standard,one-year,mailed_check,south,0
CUST101169,user1169@example.com,38.0,17.6,103.02,52255.0,24592.0,819.0,2,premium,two-year,bank_transfer,south,0
CUST101170,user1170@example.com,48.0,2.5,83.51,18835.0,10591.0,618.0,4,basic,two-year,e_check,east,1
CUST101171,user1171@example.com,49.0,24.0,35.91,39302.0,19482.0,735.0,1,basic,two-year,credit_card,west,0
CUST101172,user1172@example.com,28.0,20.0,71.23,82055.0,36469.0,818.0,1,premium,one-year,bank_transfer,north,0
CUST101173,user1173@example.com,51.0,47.6,91.12,41587.0,4523.0,638.0,2,family,month-to-month,mailed_check,south,0
CUST101174,user1174@example.com,47.0,12.6,61.82,58099.0,7036.0,656.0,0,basic,month-to-month,e_check,east,0
CUST101175,user1175@example.com,50.0,19.9,67.44,40101.0,20994.0,626.0,4,premium,month-to-month,bank_transfer,north,1
CUST101176,user1176@example.com,41.0,17.6,56.3,40400.0,16127.0,605.0,0,premium,one-year,mailed_check,north,0
CUST101177,user1177@example.com,47.0,5.6,97.82,59295.0,25367.0,607.0,5,standard,two-year,mailed_check,west,1
CUST101178,user1178@example.com,49.0,8.2,44.76,31142.0,13981.0,458.0,0,standard,one-year,mailed_check,east,0
CUST101179,user1179@example.com,72.0,3.2,59.62,70676.0,7755.0,613.0,1,family,month-to-month,e_check,west,1
CUST101180,user1180@example.com,21.0,10.4,43.65,69358.0,14436.0,590.0,0,premium,month-to-month,mailed_check,west,1
CUST101181,user1181@example.com,47.0,21.9,89.74,66731.0,30842.0,656.0,0,premium,month-to-month,credit_card,north,1
CUST101182,user1182@example.com,51.0,20.6,44.22,12546.0,7317.0,846.0,1,basic,one-year,bank_transfer,south,0
CUST101183,user1183@example.com,46.0,16.2,51.38,55433.0,31769.0,686.0,2,premium,month-to-month,credit_card,east,0
CUST101184,user1184@example.com,54.0,44.4,62.05,92476.0,11323.0,672.0,3,basic,one-year,credit_card,south,0
CUST101185,user1185@example.com,54.0,4.3,73.03,17654.0,6200.0,616.0,2,premium,month-to-month,e_check,east,0
CUST101186,user1186@example.com,46.0,67.9,60.28,87014.0,9614.0,699.0,2,premium,month-to-month,mailed_check,south,1
CUST101187,user1187@example.com,41.0,1.5,70.1,12000.0,4484.0,651.0,2,standard,one-year,e_check,south,1
CUST101188,user1188@example.com,18.0,3.5,21.97,66266.0,25110.0,583.0,0,standard,month-to-month,e_check,west,0
CUST101189,user1189@example.com,68.0,2.6,86.96,21931.0,3448.0,685.0,4,premium,two-year,bank_transfer,south,1
CUST101190,user1190@example.com,18.0,2.4,77.97,58686.0,34667.0,574.0,0,premium,month-to-month,credit_card,south,1
CUST101191,user1191@example.com,50.0,6.0,71.68,77252.0,14716.0,621.0,2,standard,one-year,credit_card,east,0
CUST101192,user1192@example.com,47.0,2.8,10.0,29138.0,15458.0,635.0,2,standard,month-to-month,mailed_check,south,0
CUST101193,user1193@example.com,27.0,25.8,70.78,97439.0,57147.0,628.0,2,family,month-to-month,mailed_check,south,1
CUST101194,user1194@example.com,70.0,5.0,52.82,32369.0,18957.0,779.0,2,premium,month-to-month,e_check,south,1
CUST101195,user1195@example.com,54.0,78.7,53.86,61957.0,27830.0,729.0,0,premium,month-to-month,credit_card,west,0
CUST101196,user1196@example.com,46.0,21.1,69.42,33918.0,16030.0,557.0,0,basic,one-year,credit_card,north,1
CUST101197,user1197@example.com,27.0,7.9,99.91,79684.0,18707.0,574.0,1,premium,two-year,mailed_check,north,1
CUST101198,user1198@example.com,61.0,3.3,115.99,89390.0,23585.0,669.0,1,premium,two-year,mailed_check,south,0
CUST101199,user1199@example.com,62.0,0.0,100.08,47123.0,27395.0,765.0,0,premium,month-to-month,e_check,south,1
CUST101200,user1200@example.com,45.0,36.3,66.7,86021.0,7928.0,623.0,1,standard,month-to-month,mailed_check,west,1
CUST101201,user1201@example.com,65.0,13.3,110.48,60297.0,19605.0,543.0,2,premium,one-year,bank_transfer,south,0
CUST101202,user1202@example.com,45.0,13.1,107.01,49057.0,9051.0,670.0,1,premium,two-year,bank_transfer,west,0
CUST101203,user1203@example.com,48.0,20.1,71.82,33130.0,4809.0,624.0,2,standard,month-to-month,e_check,north,1
CUST101204,user1204@example.com,42.0,6.8,23.68,39586.0,8360.0,812.0,3,premium,one-year,bank_transfer,south,0
CUST101205,user1205@example.com,52.0,27.5,48.71,73184.0,35396.0,584.0,1,premium,one-year,e_check,north,0
CUST101206,user1206@example.com,49.0,10.7,15.6,39516.0,16763.0,570.0,1,standard,month-to-month,bank_transfer,north,1
CUST101207,user1207@example.com,36.0,18.8,58.26,68528.0,21121.0,614.0,0,premium,one-year,bank_transfer,east,0
CUST101208,user1208@example.com,29.0,45.0,71.81,48458.0,14050.0,571.0,2,standard,two-year,credit_card,south,0
CUST101209,user1209@example.com,40.0,27.2,27.26,86453.0,19842.0,680.0,2,premium,month-to-month,e_check,north,1
CUST101210,user1210@example.com,51.0,27.4,92.3,41571.0,19453.0,630.0,4,family,month-to-month,bank_transfer,west,1
CUST101211,user1211@example.com,40.0,7.9,74.6,22081.0,2858.0,731.0,1,family,one-year,bank_transfer,east,0
CUST101212,user1212@example.com,31.0,4.4,24.2,29533.0,5176.0,850.0,2,standard,month-to-month,bank_transfer,west,0
CUST101213,user1213@example.com,41.0,28.3,75.45,64499.0,18808.0,627.0,1,standard,month-to-month,credit_card,west,1
CUST101214,user1214@example.com,28.0,7.1,25.42,53940.0,7794.0,543.0,4,basic,month-to-month,mailed_check,west,0
CUST101215,user1215@example.com,36.0,16.7,122.08,55295.0,19825.0,612.0,1,basic,one-year,mailed_check,east,0
CUST101216,user1216@example.com,20.0,44.6,37.96,68342.0,14870.0,589.0,1,premium,one-year,e_check,east,0
CUST101217,user1217@example.com,44.0,16.4,46.42,31001.0,13297.0,705.0,1,family,month-to-month,credit_card,north,0
CUST101218,user1218@example.com,52.0,3.2,58.78,41644.0,2324.0,695.0,2,premium,two-year,credit_card,west,0
CUST101219,user1219@example.com,43.0,68.8,72.81,46278.0,15452.0,696.0,4,premium,two-year,e_check,east,0
CUST101220,user1220@example.com,47.0,8.4,59.61,57972.0,34311.0,642.0,0,basic,month-to-month,bank_transfer,east,1
CUST101221,user1221@example.com,44.0,2.1,30.49,37584.0,18575.0,624.0,0,standard,one-year,bank_transfer,south,0
CUST101222,user1222@example.com,48.0,1.3,71.91,45618.0,5337.0,726.0,3,family,one-year,credit_card,south,0
CUST101223,user1223@example.com,49.0,40.2,55.25,44231.0,10167.0,739.0,5,premium,month-to-month,bank_transfer,north,0
CUST101224,user1224@example.com,50.0,8.9,54.77,23765.0,12527.0,797.0,1,premium,one-year,credit_card,east,0
CUST101225,user1225@example.com,56.0,27.6,109.68,44610.0,3942.0,737.0,2,standard,month-to-month,credit_card,east,1
CUST101226,user1226@example.com,23.0,3.5,59.71,63138.0,27695.0,668.0,4,basic,month-to-month,bank_transfer,west,1
CUST101227,user1227@example.com,51.0,12.4,61.38,31798.0,2909.0,579.0,1,basic,month-to-month,e_check,east,1
CUST101228,user1228@example.com,39.0,77.7,73.55,25577.0,4803.0,730.0,1,premium,month-to-month,mailed_check,west,0
CUST101229,user1229@example.com,36.0,23.7,82.16,47759.0,28222.0,651.0,2,premium,month-to-month,e_check,north,1
CUST101230,user1230@example.com,19.0,2.6,76.57,40923.0,21973.0,673.0,2,premium,month-to-month,credit_card,north,1
CUST101231,user1231@example.com,23.0,8.3,10.64,16838.0,4493.0,652.0,1,family,month-to-month,mailed_check,south,0
CUST101232,user1232@example.com,36.0,0.7,62.12,16334.0,6885.0,480.0,0,family,month-to-month,e_check,north,1
CUST101233,user1233@example.com,32.0,15.6,60.0,73791.0,22438.0,722.0,1,standard,month-to-month,mailed_check,east,1
CUST101234,user1234@example.com,54.0,9.9,39.71,39263.0,2866.0,596.0,1,premium,one-year,e_check,north,0
CUST101235,user1235@example.com,51.0,10.7,37.68,71897.0,36731.0,676.0,0,standard,two-year,credit_card,south,0
CUST101236,user1236@example.com,60.0,6.5,97.44,66840.0,32341.0,685.0,2,premium,month-to-month,bank_transfer,east,0
CUST101237,user1237@example.com,40.0,16.6,72.94,87651.0,50654.0,618.0,2,premium,month-to-month,e_check,east,0
CUST101238,user1238@example.com,50.0,1.4,56.22,59839.0,5717.0,723.0,3,family,month-to-month,e_check,east,1
CUST101239,user1239@example.com,23.0,8.1,78.06,41869.0,6763.0,810.0,1,standard,month-to-month,credit_card,north,0
CUST101240,user1240@example.com,71.0,74.5,100.17,67674.0,14155.0,632.0,3,standard,month-to-month,mailed_check,west,1
