customer_id,email,age,tenure_months,monthly_charges,annual_income,outstanding_debt,credit_score,support_tickets_90d,plan,contract_type,payment_method,region,churned,last_invoice_status
CUST103726,user3726@example.com,45.0,39.0,51.4,77796.0,5546.0,509.0,3,standard,two-year,bank_transfer,north,1,overdue
CUST103727,user3727@example.com,50.0,34.8,52.07,45126.0,18607.0,591.0,0,premium,one-year,credit_card,east,0,paid
CUST103728,user3728@example.com,45.0,5.3,44.8,55018.0,32093.0,705.0,3,premium,one-year,bank_transfer,north,1,overdue
CUST103729,user3729@example.com,45.0,6.4,57.93,13629.0,4367.0,751.0,2,standard,month-to-month,credit_card,east,1,overdue
CUST103730,user3730@example.com,33.0,66.1,47.63,37059.0,18214.0,483.0,2,basic,month-to-month,e_check,south,0,paid
CUST103731,user3731@example.com,50.0,35.0,84.66,60410.0,21258.0,656.0,2,standard,one-year,e_check,north,1,overdue
CUST103732,user3732@example.com,76.0,8.2,75.02,74109.0,32401.0,533.0,2,premium,month-to-month,mailed_check,north,0,paid
CUST103733,user3733@example.com,38.0,6.3,99.87,43014.0,9483.0,657.0,0,basic,one-year,bank_transfer,west,0,paid
CUST103734,user3734@example.com,43.0,68.9,117.17,108388.0,63057.0,637.0,2,basic,month-to-month,credit_card,south,0,paid
CUST103735,user3735@example.com,37.0,31.8,86.93,61278.0,10315.0,839.0,0,family,month-to-month,e_check,west,0,paid
CUST103736,user3736@example.com,36.0,2.8,81.24,29533.0,4061.0,607.0,4,basic,one-year,bank_transfer,east,0,paid
CUST103737,user3737@example.com,61.0,2.4,88.51,80744.0,6059.0,734.0,2,standard,month-to-month,credit_card,west,0,paid
CUST103738,user3738@example.com,34.0,14.7,81.66,29941.0,10409.0,731.0,1,premium,month-to-month,bank_transfer,east,0,paid
CUST103739,user3739@example.com,36.0,32.5,71.25,61569.0,24036.0,634.0,1,basic,one-year,e_check,north,0,paid
CUST103740,user3740@example.com,23.0,20.6,69.27,36415.0,14830.0,660.0,2,standard,month-to-month,e_check,east,0,paid
CUST103741,user3741@example.com,33.0,12.2,44.46,27851.0,4031.0,650.0,5,standard,month-to-month,bank_transfer,east,1,overdue
CUST103742,user3742@example.com,21.0,43.1,90.97,74243.0,30313.0,590.0,6,basic,month-to-month,e_check,west,1,unpaid
CUST103743,user3743@example.com,50.0,21.2,69.22,49804.0,7013.0,584.0,1,standard,two-year,bank_transfer,west,0,paid
CUST103744,user3744@example.com,76.0,33.7,106.24,89513.0,41646.0,617.0,1,standard,one-year,credit_card,east,1,unpaid
CUST103745,user3745@example.com,38.0,0.9,92.88,34641.0,6976.0,559.0,4,standard,one-year,mailed_check,west,0,paid
CUST103746,user3746@example.com,22.0,33.0,54.35,23807.0,6717.0,610.0,3,basic,two-year,credit_card,west,0,paid
CUST103747,user3747@example.com,53.0,44.5,101.17,45407.0,11441.0,634.0,3,premium,month-to-month,mailed_check,south,1,overdue
CUST103748,user3748@example.com,33.0,61.5,10.0,112810.0,28456.0,663.0,3,premium,month-to-month,credit_card,south,0,paid
CUST103749,user3749@example.com,58.0,13.0,118.26,71678.0,32006.0,685.0,0,premium,two-year,bank_transfer,west,0,paid
CUST103750,user3750@example.com,39.0,40.0,36.54,66078.0,39566.0,634.0,4,standard,two-year,e_check,east,0,paid
CUST103751,user3751@example.com,34.0,4.1,82.38,66739.0,22693.0,588.0,1,premium,two-year,bank_transfer,south,0,paid
CUST103752,user3752@example.com,40.0,37.5,80.69,45303.0,12258.0,684.0,1,premium,month-to-month,credit_card,west,0,paid
CUST103753,user3753@example.com,51.0,2.5,98.09,109587.0,23181.0,713.0,3,family,month-to-month,mailed_check,north,1,overdue
CUST103754,user3754@example.com,39.0,54.4,61.78,64162.0,25245.0,611.0,1,premium,month-to-month,bank_transfer,east,0,paid
CUST103755,user3755@example.com,36.0,39.0,16.36,62286.0,18571.0,571.0,2,basic,month-to-month,e_check,west,0,paid
CUST103756,user3756@example.com,40.0,3.4,61.82,74697.0,35486.0,614.0,1,basic,month-to-month,credit_card,west,0,paid
CUST103757,user3757@example.com,27.0,7.3,64.52,29535.0,11332.0,635.0,3,standard,month-to-month,credit_card,south,1,unpaid
CUST103758,user3758@example.com,47.0,1.4,18.77,37413.0,10347.0,742.0,1,premium,month-to-month,e_check,west,0,paid
CUST103759,user3759@example.com,21.0,29.7,71.13,50090.0,28759.0,706.0,3,premium,month-to-month,bank_transfer,south,1,overdue
CUST103760,user3760@example.com,37.0,55.5,43.1,74827.0,4205.0,650.0,1,basic,month-to-month,mailed_check,north,0,paid
CUST103761,user3761@example.com,51.0,25.9,86.23,29039.0,12464.0,802.0,4,standard,month-to-month,bank_transfer,west,0,paid
CUST103762,user3762@example.com,46.0,8.0,63.85,53653.0,14805.0,647.0,1,standard,month-to-month,mailed_check,west,0,paid
CUST103763,user3763@example.com,49.0,15.0,119.03,50823.0,5941.0,763.0,3,standard,month-to-month,bank_transfer,east,1,overdue
CUST103764,user3764@example.com,41.0,71.1,63.6,23512.0,2374.0,748.0,2,standard,one-year,e_check,west,0,paid
CUST103765,user3765@example.com,56.0,49.3,80.76,44821.0,18248.0,742.0,1,premium,two-year,credit_card,south,1,overdue
CUST103766,user3766@example.com,53.0,38.4,64.67,65845.0,8644.0,676.0,5,premium,one-year,bank_transfer,north,0,paid
CUST103767,user3767@example.com,47.0,38.4,29.42,,13195.0,659.0,1,standard,month-to-month,e_check,west,0,paid
CUST103768,user3768@example.com,53.0,120.0,64.88,83227.0,18394.0,650.0,2,basic,month-to-month,bank_transfer,south,0,overdue
CUST103769,user3769@example.com,51.0,8.4,88.84,64361.0,15390.0,718.0,0,standard,two-year,e_check,north,1,overdue
CUST103770,user3770@example.com,37.0,40.6,85.05,61920.0,25577.0,587.0,2,basic,month-to-month,e_check,south,0,overdue
CUST103771,user3771@example.com,26.0,3.7,62.67,55164.0,9438.0,629.0,0,standard,one-year,mailed_check,east,0,paid
CUST103772,user3772@example.com,47.0,11.4,33.58,33154.0,1786.0,783.0,1,basic,one-year,e_check,east,0,overdue
CUST103773,user3773@example.com,49.0,14.3,86.11,42006.0,12400.0,700.0,0,basic,month-to-month,e_check,south,0,paid
CUST103774,user3774@example.com,55.0,4.6,80.49,62237.0,21181.0,726.0,2,standard,month-to-month,credit_card,south,0,paid
CUST103775,user3775@example.com,31.0,20.2,91.09,41967.0,12390.0,552.0,0,standard,one-year,credit_card,east,0,paid
CUST103776,user3776@example.com,31.0,27.9,63.15,58775.0,17744.0,615.0,0,family,month-to-month,e_check,west,0,paid
CUST103777,user3777@example.com,48.0,32.2,27.89,37022.0,15407.0,677.0,1,standard,month-to-month,credit_card,south,0,paid
CUST103778,user3778@example.com,41.0,42.0,83.34,64029.0,32983.0,647.0,1,standard,month-to-month,e_check,south,1,overdue
CUST103779,user3779@example.com,19.0,17.7,69.77,65522.0,16448.0,552.0,1,premium,month-to-month,e_check,east,1,overdue
CUST103780,user3780@example.com,47.0,19.9,104.79,22446.0,10876.0,711.0,1,basic,month-to-month,bank_transfer,north,1,overdue
CUST103781,user3781@example.com,20.0,6.2,70.72,56346.0,4760.0,736.0,1,basic,one-year,bank_transfer,east,0,paid
CUST103782,user3782@example.com,31.0,65.1,68.86,24567.0,7717.0,627.0,0,basic,month-to-month,bank_transfer,north,1,overdue
CUST103783,user3783@example.com,58.0,10.7,80.43,17779.0,4567.0,714.0,4,standard,month-to-month,e_check,east,1,unpaid
CUST103784,user3784@example.com,64.0,2.0,55.08,43122.0,13207.0,812.0,2,standard,month-to-month,credit_card,west,0,paid
CUST103785,user3785@example.com,27.0,14.3,53.87,110938.0,11129.0,772.0,0,premium,month-to-month,credit_card,east,0,paid
CUST103786,user3786@example.com,38.0,21.3,67.55,70508.0,8909.0,631.0,0,standard,month-to-month,bank_transfer,east,1,unpaid
CUST103787,user3787@example.com,43.0,69.7,46.99,82842.0,17514.0,562.0,2,basic,month-to-month,bank_transfer,east,1,overdue
CUST103788,user3788@example.com,63.0,5.6,64.27,67168.0,13463.0,668.0,3,premium,month-to-month,bank_transfer,east,0,paid
CUST103789,user3789@example.com,36.0,23.4,118.49,59109.0,15475.0,838.0,1,basic,month-to-month,credit_card,west,0,paid
CUST103790,user3790@example.com,36.0,14.5,96.07,72908.0,21981.0,757.0,1,premium,month-to-month,bank_transfer,north,0,paid
CUST103791,user3791@example.com,61.0,2.8,77.7,42209.0,7245.0,650.0,1,standard,one-year,e_check,south,1,overdue
CUST103792,user3792@example.com,38.0,16.4,108.79,64410.0,25157.0,775.0,2,standard,month-to-month,credit_card,east,0,paid
CUST103793,user3793@example.com,51.0,1.4,49.38,78542.0,20162.0,743.0,1,premium,month-to-month,credit_card,west,1,overdue
CUST103794,user3794@example.com,24.0,32.4,132.26,68988.0,5731.0,498.0,0,basic,month-to-month,mailed_check,south,1,overdue
CUST103795,user3795@example.com,40.0,2.4,58.49,79856.0,14696.0,735.0,0,standard,month-to-month,bank_transfer,north,0,paid
CUST103796,user3796@example.com,22.0,16.0,120.1,58652.0,21002.0,660.0,1,family,month-to-month,bank_transfer,south,1,overdue
CUST103797,user3797@example.com,29.0,13.3,119.99,88842.0,34096.0,581.0,3,basic,month-to-month,mailed_check,west,1,overdue
CUST103798,user3798@example.com,52.0,76.6,26.17,50835.0,24900.0,657.0,2,premium,month-to-month,e_check,east,0,paid
CUST103799,user3799@example.com,41.0,15.8,106.68,97354.0,18012.0,683.0,1,standard,two-year,e_check,west,0,paid
CUST103800,user3800@example.com,38.0,7.8,62.9,66472.0,23878.0,586.0,0,family,month-to-month,bank_transfer,east,1,overdue
CUST103801,user3801@example.com,33.0,27.3,55.8,47321.0,14757.0,640.0,1,basic,two-year,bank_transfer,north,0,paid
CUST103802,user3802@example.com,39.0,2.9,83.12,31417.0,16233.0,624.0,1,premium,month-to-month,e_check,east,1,overdue
CUST103803,user3803@example.com,46.0,12.6,44.8,38840.0,17536.0,714.0,2,standard,one-year,e_check,west,0,paid
CUST103804,user3804@example.com,54.0,8.3,82.55,35813.0,4390.0,626.0,0,basic,month-to-month,credit_card,west,0,paid
CUST103805,user3805@example.com,18.0,120.0,46.48,53226.0,30729.0,514.0,3,standard,month-to-month,credit_card,east,0,paid
CUST103806,user3806@example.com,32.0,5.2,74.43,29521.0,7243.0,614.0,1,family,two-year,credit_card,south,0,paid
CUST103807,user3807@example.com,44.0,73.3,575.8298387126724,80855.0,46494.0,574.0,2,standard,two-year,mailed_check,south,0,paid
CUST103808,user3808@example.com,41.0,3.8,79.66,57214.0,11836.0,546.0,1,basic,one-year,e_check,east,0,paid
CUST103809,user3809@example.com,47.0,11.9,61.01,56403.0,17367.0,744.0,0,basic,one-year,bank_transfer,north,0,paid
CUST103810,user3810@example.com,45.0,4.8,83.54,31692.0,11180.0,714.0,1,basic,month-to-month,mailed_check,west,1,unpaid
CUST103811,user3811@example.com,38.0,30.6,34.84,39619.0,3367.0,573.0,2,basic,month-to-month,credit_card,east,1,overdue
CUST103812,user3812@example.com,36.0,41.5,49.03,12000.0,5323.0,548.0,0,standard,month-to-month,e_check,south,0,paid
CUST103813,user3813@example.com,39.0,6.5,59.24,87356.0,9399.0,642.0,0,standard,one-year,bank_transfer,east,0,paid
CUST103814,user3814@example.com,56.0,25.6,89.67,26646.0,3738.0,544.0,3,premium,month-to-month,e_check,north,1,overdue
CUST103815,user3815@example.com,33.0,28.8,80.14,28162.0,5904.0,631.0,3,premium,two-year,credit_card,west,1,overdue
CUST103816,user3816@example.com,41.0,13.7,83.38,83263.0,48160.0,656.0,1,standard,one-year,bank_transfer,west,0,paid
CUST103817,user3817@example.com,44.0,23.3,69.32,62751.0,36723.0,674.0,3,basic,month-to-month,mailed_check,south,1,overdue
CUST103818,user3818@example.com,61.0,15.3,50.3,57415.0,18322.0,677.0,0,standard,month-to-month,credit_card,east,0,paid
CUST103819,user3819@example.com,38.0,54.5,107.2,61805.0,21219.0,588.0,2,standard,month-to-month,credit_card,east,1,overdue
CUST103820,user3820@example.com,54.0,8.0,52.56,74078.0,12335.0,656.0,1,basic,month-to-month,bank_transfer,north,0,paid
CUST103821,user3821@example.com,57.0,3.9,80.48,56998.0,15955.0,752.0,0,premium,two-year,bank_transfer,south,0,paid
CUST103822,user3822@example.com,41.0,28.7,67.2,24129.0,14271.0,482.0,3,standard,two-year,e_check,west,1,overdue
CUST103823,user3823@example.com,39.0,17.1,84.07,69664.0,33782.0,676.0,1,family,one-year,e_check,north,0,paid
CUST103824,user3824@example.com,38.0,32.1,54.86,63447.0,27509.0,556.0,3,standard,month-to-month,e_check,east,0,paid
CUST103825,user3825@example.com,39.0,4.3,96.32,78431.0,15932.0,762.0,0,standard,two-year,credit_card,south,0,paid
CUST103826,user3826@example.com,52.0,17.4,104.46,30018.0,14099.0,715.0,0,standard,two-year,bank_transfer,south,0,paid
CUST103827,user3827@example.com,45.0,0.7,94.78,40413.0,23504.0,713.0,3,basic,one-year,e_check,west,0,paid
CUST103828,user3828@example.com,45.0,12.1,73.94,62842.0,37289.0,582.0,0,basic,month-to-month,mailed_check,south,1,overdue
CUST103829,user3829@example.com,28.0,12.8,59.12,36110.0,13718.0,671.0,1,basic,month-to-month,bank_transfer,north,0,paid
CUST103830,user3830@example.com,30.0,15.1,140.55,12000.0,1661.0,680.0,1,standard,month-to-month,mailed_check,east,1,overdue
CUST103831,user3831@example.com,68.0,28.3,45.21,58947.0,34203.0,460.0,2,basic,month-to-month,e_check,east,1,unpaid
CUST103832,user3832@example.com,40.0,0.1,92.03,72900.0,25352.0,662.0,2,standard,one-year,bank_transfer,west,0,paid
CUST103833,user3833@example.com,33.0,102.0,78.32,,3726.0,699.0,2,standard,one-year,mailed_check,south,1,overdue
CUST103834,user3834@example.com,59.0,19.5,68.44,65963.0,6255.0,537.0,5,standard,two-year,credit_card,south,1,overdue
CUST103835,user3835@example.com,45.0,63.6,74.63,63067.0,23177.0,698.0,2,standard,month-to-month,credit_card,north,0,overdue
CUST103836,user3836@example.com,49.0,9.5,57.24,55210.0,28125.0,658.0,1,family,month-to-month,e_check,south,1,overdue
CUST103837,user3837@example.com,40.0,5.1,80.68,57719.0,32775.0,761.0,1,standard,month-to-month,bank_transfer,east,0,paid
CUST103838,user3838@example.com,38.0,5.1,77.92,81983.0,46684.0,617.0,2,premium,month-to-month,bank_transfer,east,1,unpaid
CUST103839,user3839@example.com,40.0,34.5,136.94,35715.0,13152.0,664.0,0,premium,month-to-month,e_check,south,0,overdue
CUST103840,user3840@example.com,25.0,4.3,96.77,70461.0,41556.0,677.0,1,standard,one-year,e_check,west,0,paid
CUST103841,user3841@example.com,41.0,35.3,82.9,31382.0,4151.0,425.0,0,basic,one-year,mailed_check,west,1,overdue
CUST103842,user3842@example.com,46.0,0.8,84.39,39104.0,3991.0,622.0,0,basic,two-year,bank_transfer,east,0,paid
CUST103843,user3843@example.com,64.0,27.9,115.99,78918.0,5260.0,657.0,2,basic,month-to-month,mailed_check,east,1,overdue
CUST103844,user3844@example.com,43.0,2.5,45.74,30803.0,14655.0,461.0,0,basic,one-year,mailed_check,east,0,paid
CUST103845,user3845@example.com,18.0,27.3,65.43,50168.0,27800.0,704.0,2,premium,one-year,mailed_check,south,0,paid
CUST103846,user3846@example.com,41.0,2.0,22.32,102227.0,52331.0,657.0,0,basic,month-to-month,e_check,north,1,unpaid
CUST103847,user3847@example.com,75.0,2.5,83.97,75511.0,42800.0,656.0,0,premium,one-year,mailed_check,west,0,paid
CUST103848,user3848@example.com,52.0,35.4,91.2,40257.0,14148.0,708.0,4,standard,month-to-month,credit_card,west,1,overdue
CUST103849,user3849@example.com,32.0,42.3,45.11,,20517.0,617.0,2,standard,month-to-month,credit_card,south,1,overdue
CUST103850,user3850@example.com,49.0,19.9,105.88,51598.0,12135.0,653.0,3,basic,month-to-month,credit_card,north,0,paid
CUST103851,user3851@example.com,33.0,15.5,52.03,81239.0,38314.0,,1,premium,one-year,mailed_check,west,0,paid
CUST103852,user3852@example.com,26.0,18.3,61.44,34967.0,16231.0,654.0,2,basic,one-year,mailed_check,west,1,overdue
CUST103853,user3853@example.com,38.0,26.8,72.99,33757.0,9775.0,502.0,1,standard,one-year,credit_card,west,0,paid
CUST103854,user3854@example.com,43.0,9.3,109.85,69267.0,5131.0,654.0,1,basic,month-to-month,credit_card,east,1,overdue
CUST103855,user3855@example.com,20.0,8.4,48.55,21377.0,4199.0,655.0,1,premium,month-to-month,e_check,east,1,overdue
CUST103856,user3856@example.com,28.0,55.1,77.28,36778.0,19745.0,722.0,1,standard,one-year,bank_transfer,north,0,paid
CUST103857,user3857@example.com,42.0,29.8,89.37,53298.0,19880.0,623.0,1,standard,month-to-month,e_check,south,0,paid
CUST103858,user3858@example.com,37.0,10.2,84.21,54324.0,14820.0,572.0,2,basic,one-year,mailed_check,south,0,paid
CUST103859,user3859@example.com,47.0,4.1,85.14,27708.0,15823.0,572.0,1,standard,month-to-month,e_check,north,0,paid
CUST103860,user3860@example.com,27.0,29.2,89.04,62075.0,15614.0,765.0,5,basic,one-year,mailed_check,north,0,paid
CUST103861,user3861@example.com,51.0,45.8,56.13,66075.0,15227.0,673.0,3,standard,two-year,credit_card,west,0,paid
CUST103862,user3862@example.com,28.0,30.2,112.19,41750.0,19780.0,761.0,1,basic,one-year,credit_card,north,0,paid
CUST103863,user3863@example.com,62.0,30.5,67.22,88215.0,21650.0,773.0,2,premium,month-to-month,mailed_check,east,0,paid
CUST103864,user3864@example.com,21.0,19.3,63.9,61792.0,18255.0,591.0,0,basic,month-to-month,credit_card,west,1,overdue
CUST103865,user3865@example.com,29.0,0.7,103.69,34903.0,15614.0,584.0,5,standard,month-to-month,credit_card,east,1,overdue
CUST103866,user3866@example.com,47.0,1.5,54.24,87416.0,25050.0,640.0,2,basic,two-year,e_check,north,0,paid
CUST103867,user3867@example.com,62.0,2.9,78.01,44534.0,10121.0,699.0,1,premium,two-year,mailed_check,east,1,overdue
CUST103868,user3868@example.com,46.0,6.9,51.93,58577.0,3425.0,538.0,0,basic,month-to-month,mailed_check,north,0,paid
CUST103869,user3869@example.com,49.0,34.9,132.98,45264.0,23687.0,686.0,1,family,month-to-month,e_check,west,1,overdue
CUST103870,user3870@example.com,42.0,3.0,127.72,67483.0,22923.0,682.0,4,basic,month-to-month,e_check,south,0,paid
CUST103871,user3871@example.com,30.0,1.8,67.24,45369.0,23512.0,560.0,1,standard,month-to-month,bank_transfer,south,1,unpaid
CUST103872,user3872@example.com,36.0,6.4,83.0,46583.0,18159.0,563.0,3,family,one-year,bank_transfer,east,0,paid
CUST103873,user3873@example.com,27.0,5.2,70.13,51800.0,8307.0,686.0,1,premium,two-year,credit_card,east,1,overdue
CUST103874,user3874@example.com,27.0,18.6,61.29,44961.0,11228.0,816.0,1,basic,month-to-month,e_check,west,0,paid
CUST103875,user3875@example.com,47.0,1.2,72.99,76436.0,21363.0,626.0,1,family,two-year,mailed_check,west,0,paid
CUST103876,user3876@example.com,29.0,12.2,68.98,29844.0,13634.0,676.0,0,basic,two-year,bank_transfer,south,0,paid
CUST103877,user3877@example.com,46.0,55.0,31.98,54257.0,19071.0,602.0,4,standard,one-year,e_check,west,0,paid
CUST103878,user3878@example.com,26.0,26.0,76.58,56789.0,22720.0,669.0,2,premium,one-year,bank_transfer,north,0,paid
CUST103879,user3879@example.com,46.0,78.3,68.94,52507.0,24374.0,600.0,4,standard,month-to-month,e_check,east,1,overdue
CUST103880,user3880@example.com,36.0,31.3,77.81,74366.0,14920.0,629.0,0,premium,one-year,bank_transfer,west,0,paid
CUST103881,user3881@example.com,59.0,7.9,68.06,24921.0,13335.0,846.0,2,standard,month-to-month,e_check,east,0,paid
CUST103882,user3882@example.com,46.0,36.1,60.99,66358.0,19861.0,659.0,3,premium,one-year,credit_card,north,0,paid
CUST103883,user3883@example.com,57.0,39.1,91.87,30101.0,12450.0,525.0,0,basic,two-year,mailed_check,south,0,paid
CUST103884,user3884@example.com,33.0,25.4,83.33,44824.0,7621.0,701.0,1,premium,month-to-month,credit_card,west,0,paid
CUST103885,user3885@example.com,43.0,36.1,104.9,28046.0,5002.0,740.0,0,standard,month-to-month,bank_transfer,north,0,paid
CUST103886,user3886@example.com,30.0,68.3,82.37,48358.0,21966.0,704.0,3,standard,month-to-month,bank_transfer,north,0,paid
CUST103887,user3887@example.com,37.0,16.8,65.06,43436.0,10543.0,636.0,0,basic,month-to-month,mailed_check,east,0,paid
CUST103888,user3888@example.com,39.0,2.7,85.42,87765.0,46672.0,577.0,2,basic,month-to-month,e_check,west,0,paid
CUST103889,user3889@example.com,33.0,12.1,20.48,59827.0,24865.0,,0,basic,one-year,credit_card,east,0,paid
CUST103890,user3890@example.com,27.0,2.9,122.59,63796.0,26538.0,635.0,3,standard,two-year,mailed_check,south,0,paid
CUST103891,user3891@example.com,25.0,99.5,76.86,32850.0,8513.0,621.0,3,standard,month-to-month,mailed_check,south,0,paid
CUST103892,user3892@example.com,18.0,2.8,124.61,69802.0,38144.0,605.0,2,premium,one-year,mailed_check,south,0,paid
CUST103893,user3893@example.com,29.0,6.5,48.27,87765.0,49986.0,747.0,1,basic,one-year,e_check,west,1,overdue
CUST103894,user3894@example.com,50.0,23.4,42.06,72398.0,13891.0,724.0,1,family,month-to-month,bank_transfer,east,0,paid
CUST103895,user3895@example.com,23.0,34.6,79.15,28760.0,9577.0,751.0,1,basic,month-to-month,mailed_check,north,1,unpaid
CUST103896,user3896@example.com,26.0,36.9,79.06,45717.0,25090.0,587.0,3,standard,two-year,mailed_check,north,1,overdue
CUST103897,user3897@example.com,63.0,22.2,78.46,57170.0,6043.0,576.0,5,premium,month-to-month,mailed_check,east,1,unpaid
CUST103898,user3898@example.com,34.0,4.4,74.65,43457.0,9285.0,656.0,0,standard,two-year,mailed_check,south,0,paid
CUST103899,user3899@example.com,46.0,13.9,54.3,105660.0,60747.0,683.0,1,standard,two-year,mailed_check,east,0,paid
CUST103900,user3900@example.com,50.0,58.2,32.87,,14365.0,656.0,1,basic,two-year,credit_card,east,0,paid
CUST103901,user3901@example.com,50.0,17.4,77.08,54133.0,31037.0,678.0,1,standard,month-to-month,e_check,west,0,paid
CUST103902,user3902@example.com,24.0,0.3,37.94,42995.0,11140.0,777.0,1,family,month-to-month,mailed_check,west,0,paid
CUST103903,user3903@example.com,39.0,18.5,35.57,59634.0,20283.0,633.0,3,standard,month-to-month,e_check,south,1,unpaid
CUST103904,user3904@example.com,23.0,0.7,60.48,82647.0,24775.0,715.0,0,premium,month-to-month,mailed_check,west,1,overdue
CUST103905,user3905@example.com,71.0,20.9,80.77,57297.0,17273.0,691.0,1,premium,two-year,bank_transfer,north,0,overdue
CUST103906,user3906@example.com,23.0,101.6,119.69,50620.0,28081.0,658.0,1,premium,one-year,mailed_check,east,1,overdue
CUST103907,user3907@example.com,29.0,17.0,94.48,33522.0,14483.0,711.0,0,basic,month-to-month,bank_transfer,south,1,unpaid
CUST103908,user3908@example.com,30.0,22.4,105.83,79177.0,45143.0,589.0,3,standard,month-to-month,e_check,south,1,overdue
CUST103909,user3909@example.com,24.0,33.1,86.34,52126.0,12054.0,572.0,2,basic,month-to-month,e_check,east,1,unpaid
CUST103910,user3910@example.com,58.0,7.8,79.17,51266.0,30587.0,685.0,1,standard,month-to-month,mailed_check,south,1,overdue
CUST103911,user3911@example.com,71.0,2.6,132.64,12000.0,5271.0,519.0,0,premium,month-to-month,credit_card,south,1,overdue
CUST103912,user3912@example.com,36.0,24.7,36.93,52456.0,6411.0,,2,basic,month-to-month,mailed_check,north,1,overdue
CUST103913,user3913@example.com,26.0,9.9,59.67,46978.0,13018.0,560.0,2,family,month-to-month,bank_transfer,east,0,paid
CUST103914,user3914@example.com,18.0,21.2,61.62,18480.0,3451.0,771.0,1,standard,month-to-month,e_check,west,1,overdue
CUST103915,user3915@example.com,39.0,9.9,92.34,74792.0,13425.0,618.0,2,standard,month-to-month,bank_transfer,north,1,overdue
CUST103916,user3916@example.com,38.0,58.3,45.53,44295.0,24861.0,766.0,2,premium,month-to-month,credit_card,east,0,paid
CUST103917,user3917@example.com,34.0,19.8,89.09,92911.0,53700.0,633.0,3,premium,month-to-month,mailed_check,west,1,overdue
CUST103918,user3918@example.com,45.0,22.6,84.49,83289.0,4813.0,630.0,1,family,month-to-month,credit_card,east,1,overdue
CUST103919,user3919@example.com,47.0,3.1,90.33,40602.0,5113.0,719.0,1,standard,month-to-month,credit_card,north,0,paid
CUST103920,user3920@example.com,46.0,13.7,89.88,82386.0,16709.0,673.0,1,standard,one-year,bank_transfer,south,0,paid
CUST103921,user3921@example.com,38.0,26.9,108.46,87211.0,45023.0,645.0,1,basic,month-to-month,credit_card,south,0,paid
CUST103922,user3922@example.com,29.0,16.0,68.77,43819.0,16919.0,618.0,1,premium,month-to-month,e_check,north,1,unpaid
CUST103923,user3923@example.com,50.0,7.5,83.25,34347.0,12399.0,618.0,1,standard,month-to-month,mailed_check,south,1,overdue
CUST103924,user3924@example.com,42.0,31.2,51.59,12000.0,4549.0,839.0,1,basic,month-to-month,bank_transfer,east,0,paid
CUST103925,user3925@example.com,53.0,70.4,45.88,62609.0,35864.0,516.0,1,family,two-year,e_check,north,1,overdue
CUST103926,user3926@example.com,51.0,4.7,114.12,35533.0,7167.0,554.0,1,standard,two-year,bank_transfer,west,0,paid
CUST103927,user3927@example.com,25.0,32.6,49.7,63210.0,7448.0,744.0,5,premium,month-to-month,bank_transfer,west,0,paid
CUST103928,user3928@example.com,25.0,0.4,86.03,43643.0,16772.0,738.0,0,standard,month-to-month,credit_card,north,1,overdue
CUST103929,user3929@example.com,33.0,1.6,83.28,39405.0,22969.0,576.0,3,basic,one-year,credit_card,east,1,overdue
CUST103930,user3930@example.com,29.0,35.8,99.37,43770.0,19281.0,510.0,1,standard,month-to-month,credit_card,east,1,unpaid
CUST103931,user3931@example.com,51.0,1.1,28.54,29004.0,15681.0,752.0,1,standard,one-year,e_check,east,0,paid
CUST103932,user3932@example.com,46.0,1.2,92.28,43761.0,23758.0,566.0,0,family,one-year,bank_transfer,east,0,overdue
CUST103933,user3933@example.com,55.0,9.6,68.55,40268.0,6869.0,611.0,2,basic,one-year,e_check,north,1,overdue
CUST103934,user3934@example.com,47.0,32.5,55.0,54717.0,23368.0,658.0,1,standard,month-to-month,bank_transfer,north,0,paid
CUST103935,user3935@example.com,45.0,0.1,63.73,57085.0,29925.0,564.0,1,standard,month-to-month,credit_card,south,1,overdue
CUST103936,user3936@example.com,56.0,34.8,95.92,33576.0,3550.0,724.0,1,standard,month-to-month,bank_transfer,west,0,paid
CUST103937,user3937@example.com,48.0,77.0,88.28,77016.0,31447.0,652.0,2,basic,one-year,e_check,north,0,paid
CUST103938,user3938@example.com,43.0,12.3,66.8,51809.0,10341.0,579.0,1,standard,two-year,credit_card,east,0,paid
CUST103939,user3939@example.com,60.0,29.1,41.52,85049.0,42688.0,586.0,4,basic,month-to-month,mailed_check,north,1,overdue
CUST103940,user3940@example.com,43.0,71.3,43.29,59822.0,10335.0,754.0,0,standard,month-to-month,mailed_check,north,1,overdue
CUST103941,user3941@example.com,38.0,1.8,88.83,56382.0,14399.0,628.0,4,standard,one-year,e_check,south,1,overdue
CUST103942,user3942@example.com,32.0,34.2,38.06,45180.0,19076.0,699.0,1,basic,month-to-month,mailed_check,south,1,overdue
CUST103943,user3943@example.com,50.0,3.7,67.05,67297.0,23938.0,649.0,2,family,month-to-month,credit_card,south,0,paid
CUST103944,user3944@example.com,57.0,23.4,137.03,55671.0,6457.0,,1,premium,month-to-month,mailed_check,north,1,unpaid
CUST103945,user3945@example.com,41.0,16.2,81.49,72169.0,12551.0,710.0,1,family,one-year,mailed_check,east,0,paid
CUST103946,user3946@example.com,58.0,4.1,88.56,87093.0,46788.0,736.0,1,premium,month-to-month,mailed_check,north,1,unpaid
